project,source,long,lat,date,subset,depth,temp,chltot,chl0.2,chl2,chl20
HK2007,Chen et al. (2009a),113.95,22.36,16/7/2007 ,,0,29.5,8.66,0.344783362,2.390955073,5.924261566
HK2007,Chen et al. (2009a),113.95,22.36,6/8/2007  ,,0,28.1,14.52,0.619209646,1.285652789,14.03329774
HK2007,Chen et al. (2009a),113.95,22.36,20/9/2007 ,,0,27.5,10.14,0.290128074,2.88590174,6.963970186
HK2007,Chen et al. (2009a),113.95,22.36,23/10/2007,,0,26.1,9.46,2.005108391,0.059874658,7.395016951
HK2007,Chen et al. (2009a),113.95,22.36,16/11/2007,,0,23.2,10.72,1.33468523,3.080185614,6.305129155
HK2007,Chen et al. (2009a),113.95,22.36,11/12/2007,,0,20.6,1.85,0.389427309,1.610190144,0.195058328
HK2007,Chen et al. (2009a),113.95,22.36,10/1/2008 ,,0,19.1,0.8,0.209294884,0.336863464,0.253841651
HK2007,Chen et al. (2009a),113.95,22.36,21/2/2008 ,,0,15,2.31,0.292961427,0.736997853,1.28004072
SCS2007,Chen et al. (2009b),111,14,15/8/2007 ,,0,28.8,0.08,,,
SCS2007,Chen et al. (2009b),110.5,14.5,21/8/2007 ,,0,29.2,0.08,,,
SCS2007,Chen et al. (2009b),112,14.5,17/8/2007 ,,0,27.7,0.09,,,
SCS2007,Chen et al. (2009b),111,15,21/8/2007 ,,0,28.8,0.1,,,
SCS2007,Chen et al. (2009b),113,12,3/9/2007  ,,0,29.5,0.1,0.0577,0.0169,0.0254
SCS2007,Chen et al. (2009b),113.5,14.5,20/8/2007 ,,0,28.1,0.11,,,
SCS2007,Chen et al. (2009b),113,11,8/9/2007  ,,0,29.9,0.12,0.08112,0.03216,0.00672
SCS2007,Chen et al. (2009b),110.75,14.25,30/8/2007 ,,0,28.6,0.12,0.09528,0.0216,0.00312
SCS2007,Chen et al. (2009b),112.04,13.52,19/8/2007 ,,0,28.3,0.13,,,
SCS2007,Chen et al. (2009b),112.51,13,17/8/2007 ,,0,27.7,0.13,,,
SCS2007,Chen et al. (2009b),111.75,14.25,18/8/2007 ,,0,28,0.13,0.10816,0.01872,0.00312
SCS2007,Chen et al. (2009b),111.75,15,27/8/2007 ,,0,28.8,0.14,0.11676,0.01834,0.0049
SCS2007,Chen et al. (2009b),111.75,13.75,1/9/2007  ,,0,29.1,0.14,0.11158,0.01918,0.00924
SCS2007,Chen et al. (2009b),111.75,14.5,27/8/2007 ,,0,28.5,0.14,0.1197,0.0203,
SCS2007,Chen et al. (2009b),113,13,30/8/2007 ,,0,28.6,0.15,0.1062,0.0309,0.0129
SCS2007,Chen et al. (2009b),111.76,14.76,2/9/2007  ,,0,28.9,0.15,0.08805,0.0258,0.03615
SCS2007,Chen et al. (2009b),112.5,15.75,28/8/2007 ,,0,29.4,0.15,,,
SCS2007,Chen et al. (2009b),113,12.5,3/9/2007  ,,0,29.4,0.16,0.1224,0.03168,0.00592
SCS2007,Chen et al. (2009b),110.5,12.5,4/9/2007  ,,0,29,0.16,0.08688,0.05568,0.01744
SCS2007,Chen et al. (2009b),114.01,13.01,20/8/2007 ,,0,28.1,0.16,,,
SCS2007,Chen et al. (2009b),110.01,13.5,18/8/2007 ,,0,28,0.16,,,
SCS2007,Chen et al. (2009b),111,11.5,6/9/2007  ,,0,29,0.17,0.14416,0.02584,0
SCS2007,Chen et al. (2009b),114.01,14.01,16/8/2007 ,,0,28,0.17,,,
SCS2007,Chen et al. (2009b),109.52,11.01,7/9/2007  ,,0,29.7,0.18,0.063,0.0936,0.0234
SCS2007,Chen et al. (2009b),111.5,12,5/9/2007  ,,0,28.8,0.19,0.13642,0.04484,0.00874
SCS2007,Chen et al. (2009b),111,13,2/9/2007  ,,0,28.9,0.21,0.16191,0.04011,0.00798
SCS2007,Chen et al. (2009b),113.01,14.25,31/8/2007 ,,0,28.9,0.23,0.18699,0.04301,0
SCS2007,Chen et al. (2009b),111.53,13.01,18/8/2007 ,,0,26.5,0.32,,,
